timestamp_ms,left_arm_upper_arm_ax,left_arm_upper_arm_ay,left_arm_upper_arm_az,left_arm_upper_arm_gx,left_arm_upper_arm_gy,left_arm_upper_arm_gz,left_arm_forearm_ax,left_arm_forearm_ay,left_arm_forearm_az,left_arm_forearm_gx,left_arm_forearm_gy,left_arm_forearm_gz,right_arm_upper_arm_ax,right_arm_upper_arm_ay,right_arm_upper_arm_az,right_arm_upper_arm_gx,right_arm_upper_arm_gy,right_arm_upper_arm_gz,right_arm_forearm_ax,right_arm_forearm_ay,right_arm_forearm_az,right_arm_forearm_gx,right_arm_forearm_gy,right_arm_forearm_gz,left_leg_thigh_ax,left_leg_thigh_ay,left_leg_thigh_az,left_leg_thigh_gx,left_leg_thigh_gy,left_leg_thigh_gz,left_leg_shin_ax,left_leg_shin_ay,left_leg_shin_az,left_leg_shin_gx,left_leg_shin_gy,left_leg_shin_gz,right_leg_thigh_ax,right_leg_thigh_ay,right_leg_thigh_az,right_leg_thigh_gx,right_leg_thigh_gy,right_leg_thigh_gz,right_leg_shin_ax,right_leg_shin_ay,right_leg_shin_az,right_leg_shin_gx,right_leg_shin_gy,right_leg_shin_gz
1774684646501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.904754,5.413529,-8.170214,-0.287460,-0.125904,-0.033494,-1.535641,6.923792,0.385706,-0.253246,0.106665,0.269953,-10.070250,-1.944092,-10.888830,0.472305,0.153136,0.000213,3.285563,-9.965385,-8.354088,-0.150551,0.282397,-0.202805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646556,8.315302,3.846764,11.726560,-0.072211,0.047404,0.006688,-13.899060,-8.841786,0.116119,0.068108,0.074103,0.049722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.340800,-1.326388,-11.104310,0.597276,0.207761,0.002878,3.429215,-9.809762,-8.557595,-0.151351,0.353009,-0.151910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646609,8.296148,3.841975,11.681070,-0.072211,0.048736,0.006422,-13.906240,-8.901642,0.142455,0.065976,0.073037,0.048656,-9.041224,5.346492,-8.359356,0.370436,-0.202378,0.152763,-1.456632,9.042661,0.246842,-0.026486,-0.026300,0.295534,-10.290520,-0.495600,-10.534490,0.097925,0.087853,-0.027765,2.100433,-9.814550,-7.987775,-0.001865,0.116924,-0.026939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646687,8.296148,3.858735,11.633190,-0.071412,0.046338,0.007754,-13.843990,-8.939949,0.164003,0.067042,0.073570,0.049455,-8.955032,5.696045,-8.514978,0.121560,-0.161610,0.025394,-1.200453,9.205466,-0.303824,0.485921,-0.007647,0.361350,-10.046310,-2.214637,-11.003750,-0.187723,0.073730,-0.050681,3.273592,-9.814550,-8.425914,0.022383,-0.284902,0.003171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646767,8.214746,3.858735,11.683470,-0.071678,0.049002,0.005889,-13.877510,-8.889670,0.137667,0.066243,0.075702,0.049988,-9.038829,6.033628,-8.330625,0.164727,-0.170136,0.088279,-1.281856,9.294051,-0.002155,-0.388875,0.089611,0.209466,-10.544300,-1.151611,-10.718840,0.103521,0.080125,0.044979,3.699760,-9.627803,-8.370848,0.022916,-0.151404,0.018093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.218690,-1.635240,-10.886430,-0.068881,0.015908,-0.022969,4.456327,-9.642168,-8.516893,-0.112714,0.552856,0.001839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646879,8.276995,3.830004,11.712200,-0.071145,0.048203,0.007221,-13.860750,-8.901642,0.192733,0.067308,0.073837,0.049455,-8.883206,6.665697,-8.048109,0.167392,-0.223429,0.166086,-0.508528,9.796834,-0.576763,-0.957240,0.118922,0.052253,-9.742246,-4.333505,-11.470620,0.319888,-0.021397,-0.235073,5.203319,-9.611044,-8.794621,-0.235553,1.687720,0.258175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684646980,8.322485,3.849158,11.630790,-0.071678,0.047137,0.005622,-13.867930,-8.901642,0.192733,0.067575,0.076235,0.049189,-9.084319,7.419870,-8.155849,-1.044746,-0.150418,0.068827,-0.475009,11.518260,-0.576763,-1.328156,0.433348,0.122599,-10.170810,-4.716578,-11.279080,2.323686,-0.051507,-0.128222,4.422809,-9.754696,-7.796239,-0.216634,3.207888,0.147860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684647061,8.293755,3.892254,11.707410,-0.071945,0.050335,0.006688,-13.887090,-8.863335,0.185551,0.067308,0.075968,0.049455,-8.993340,6.804561,-8.914810,-1.601919,-0.044632,0.169817,-1.497334,9.894996,-0.677320,-1.983920,0.842901,0.555601,-9.510009,-1.920150,-11.643000,3.245113,0.345522,0.083349,2.782781,-10.271840,-7.935103,-0.234221,3.167919,-0.589442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774684647096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.022370,0.505177,-11.372460,2.598409,0.401479,-0.130353,3.050931,-10.396340,-7.812999,-0.077807,1.993619,-0.765573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
