timestamp_ms,left_arm_upper_arm_ax,left_arm_upper_arm_ay,left_arm_upper_arm_az,left_arm_upper_arm_gx,left_arm_upper_arm_gy,left_arm_upper_arm_gz,left_arm_forearm_ax,left_arm_forearm_ay,left_arm_forearm_az,left_arm_forearm_gx,left_arm_forearm_gy,left_arm_forearm_gz,right_arm_upper_arm_ax,right_arm_upper_arm_ay,right_arm_upper_arm_az,right_arm_upper_arm_gx,right_arm_upper_arm_gy,right_arm_upper_arm_gz,right_arm_forearm_ax,right_arm_forearm_ay,right_arm_forearm_az,right_arm_forearm_gx,right_arm_forearm_gy,right_arm_forearm_gz,left_leg_thigh_ax,left_leg_thigh_ay,left_leg_thigh_az,left_leg_thigh_gx,left_leg_thigh_gy,left_leg_thigh_gz,left_leg_shin_ax,left_leg_shin_ay,left_leg_shin_az,left_leg_shin_gx,left_leg_shin_gy,left_leg_shin_gz,right_leg_thigh_ax,right_leg_thigh_ay,right_leg_thigh_az,right_leg_thigh_gx,right_leg_thigh_gy,right_leg_thigh_gz,right_leg_shin_ax,right_leg_shin_ay,right_leg_shin_az,right_leg_shin_gx,right_leg_shin_gy,right_leg_shin_gz
1774677607657,-1.280659,2.951332,2.312559,-0.342404,0.311734,-0.135336,-13.556690,-11.358090,0.238223,-0.051534,-0.030883,-0.141065,-7.573578,3.593936,-5.768829,-0.473184,0.118976,0.249755,4.064397,-0.244448,5.075947,-0.656137,1.326797,0.188682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.453027,3.653552,-11.276210,-0.296040,-0.185271,0.081271,-11.902060,4.311718,-12.331580,-0.158252,-0.202192,0.116711
1774677607699,-1.388397,2.450944,1.668519,-0.460447,0.172108,-0.076715,-13.982860,-11.678920,0.496797,-0.184232,-0.036212,-0.183166,-8.722795,0.775961,-6.135142,0.475955,0.036372,0.164221,1.081222,0.962230,7.738299,1.114506,1.387550,-0.061793,-10.168410,-1.477222,-10.793060,-0.024648,0.032428,0.024994,-7.576930,-1.932839,-11.581470,-0.085268,0.019931,0.008767,-9.623015,3.600879,-11.216360,-0.411951,-0.198328,0.058622,-11.990640,4.393121,-12.353120,-0.212610,-0.250688,0.106851
1774677607738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.168117,1.178187,-5.692215,0.960384,-0.205043,0.084815,-1.858858,-1.077630,11.252990,0.134191,-0.009513,-0.702901,-10.295310,-1.757344,-10.709260,-0.055824,0.054278,-0.025900,-7.845080,-1.664688,-11.267830,-0.051960,0.013536,0.007701,-9.706812,3.093309,-10.972150,-0.466043,-0.181274,0.057023,-11.964300,4.436216,-12.168770,-0.212610,-0.285594,0.089798
1774677607791,-1.304601,2.259408,1.424311,-0.323485,0.002105,-0.049535,-13.618940,-11.647790,0.578200,-0.137068,-0.035946,0.023609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.247420,-1.829170,-10.551250,-0.075009,0.040955,-0.018706,-7.687063,-1.616804,-11.411480,-0.094861,-0.037358,-0.000027,-9.584707,3.026271,-10.926660,-0.429271,-0.136775,0.049828,-12.033740,4.361996,-12.080180,-0.208081,-0.277068,0.061020
1774677607841,-0.741963,2.118150,1.306995,-0.176398,-0.097818,0.032535,-13.393880,-12.184090,0.657208,-0.094434,0.078633,0.227719,-8.909542,4.709634,-3.712210,2.161597,-1.749193,0.803198,3.829765,3.253481,9.790131,0.545609,-3.188143,-1.663765,-10.218690,-1.843535,-10.967840,-0.029444,0.067602,-0.046151,-7.737342,-1.784399,-11.358810,0.041835,-0.014176,0.007434,-9.453027,2.717419,-11.288180,-0.303234,-0.104267,0.054625,-11.985850,4.232709,-12.027510,-0.168111,-0.252553,0.049296
1774677607880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.029550,-2.274492,-10.852920,0.078473,0.026566,-0.045618,-7.550594,-1.942416,-11.286990,0.057289,-0.027232,0.013829,-9.472180,2.806004,-11.247480,-0.251807,-0.090677,0.062619,-12.012190,4.141729,-12.073000,-0.149992,-0.246158,0.050095
1774677607952,-1.163342,2.766979,1.797806,-0.086067,-0.001892,-0.005569,-13.808080,-12.011710,0.202310,0.161103,0.131126,0.411578,-6.364506,4.328956,-4.037821,0.348053,-1.536556,0.475183,2.831383,7.804858,4.850892,0.012684,-3.143911,-0.124678,-9.969695,-2.068590,-10.984600,0.128568,0.067335,-0.012311,-7.751707,-1.638352,-11.083480,0.021051,-0.019239,0.031416,-9.512881,3.088520,-11.518030,-0.208107,-0.097605,0.074077,-12.048100,4.230315,-12.269330,-0.121214,-0.238964,0.058888
1774677607983,-1.151372,2.223495,1.611058,-0.219832,-0.038664,0.035733,-13.135310,-11.793840,0.307655,-0.036079,0.157506,0.285808,-8.715612,4.460637,-0.803255,-0.690618,-0.988443,0.228705,8.508036,7.948510,5.822938,-0.970296,-3.026134,1.194311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.469786,3.131616,-11.544360,-0.310429,-0.133844,0.081538,-11.844590,4.038779,-12.180740,-0.199021,-0.253353,0.096193
1774677608052,-1.125035,1.811692,1.244745,0.066882,-0.118602,0.105013,-13.812870,-12.895170,0.592565,0.049455,0.245705,0.236779,-3.292746,11.561840,-4.214992,-0.282397,-1.187757,1.322000,13.035470,-2.018551,7.278613,-2.589056,-2.529715,1.125831,-10.180380,-2.183512,-11.372460,0.168005,0.023369,-0.024568,-7.622420,-2.258451,-11.406700,0.053825,0.008474,0.043140,-9.338105,2.755726,-11.022430,-0.403158,-0.180209,0.094594,-11.837410,4.242286,-11.922170,-0.152390,-0.201126,0.094594
1774677608172,-0.813789,4.002387,2.185667,0.399960,0.108957,-0.208081,-13.403460,-11.269510,0.314838,0.721740,0.031469,0.179489,-8.198464,8.801325,-1.365893,2.369704,-1.178963,2.221311,13.650780,-9.521979,11.657610,-1.650309,-3.010147,-3.904714,-10.142080,-1.642422,-10.726020,0.242881,0.066802,0.041248,-7.813956,-1.473152,-11.196010,0.120175,-0.028565,0.104427,-9.615832,3.423708,-11.549150,-0.069280,-0.082950,0.085268,-11.930790,4.081874,-12.396220,-0.092702,-0.236832,0.071678
